Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left;filter_$
160; ; ; ; ; ; ;0;0;0;0;0;0;1023,894599; ; ;0;-,543830933169149;-,320258844597548;,696370077474545;,53826453574057;0
161;3;2155,467784;,236170405351243;,170767085120798;,794663263608781;1,03342725224983;1;1;0;1;1;1;645,5509297;4;685,5251811;4;,169877692025721;,768753674563795;,794691862131882;,254924305567095;0
162;0;1206,430771;-,127425247492058;,0189440364686983;,0179175971267214;-,221502655127967;0;0;0;1;1;1;730,2841674;4;89,47735038;4;-,304975167173548;-,211198526581555;,0244959787746741;-,1184219688265;0
163; ; ; ; ; ; ;1;0;0;0;1;2;863,4375894;4;307,713612; ;-1,04096346691817;-1,11979892351391;,120606107455527;,420396493414639;0
164;0;827,1345832;1,60863272395979;1,40818783163959;-,67871615552388;-,660214980307828;0;0;0;1;1;1;1485,508952;4;278,6382802;4;,289667412113191;,493659700272539;,0354074514771258;-,324182570531624;0
165;0;1000,001086;,41237534471615;,351877072709291;,0891340731730636;-,0393788627217409;0;0;0;1;0;3;1149,155678; ; ; ;,16087287273114;,310844632792065;,775239813948011;,98015321531935;0
166; ; ; ; ; ; ;1;0;0;0;0;0;874,9375676; ; ;0;-1,2408281578812;-1,33861883142151;,999375953918258;1,04860841273751;0
167;0;1157,804009;,202956695287493;,0526416386918209;-,182108373374197;-,0743762409928927;0;0;0;1;1;1;947,3696294;4;362,9388454;4;-,334034854371845;,0170485490717845;,588453436485999;,153137272501185;0
168;1;1492,497681;-1,26498146244472;-1,12969443038774;,944579019742096;1,05792921259567;1;1;0;1;1;1;602,5454054;4;160,1723076;4;-1,42377021915267;-1,09175716575606;,729213148389234;,823713389016808;0
169;0;1141,754814;2,83906907252371;2,51222376296664;-2,12251197056348;-2,11197957389055;0;0;0;1;1;1;1005,622608;4;299,279867;4;,750520037520192;,447041864298015;,749200907206065;,670993104057968;0
170; ; ; ; ; ; ;1;0;0;0;0;0;1117,136955; ; ;0;1,53766227263542;1,27139943362127;1,01422805502421;1,41546795228363;0
171;0;588,0317524;-,130682960948393;-,249403234481793;-,580077965614034;-,649567079002952;0;0;0;1;0;3;1110,593947; ; ; ;,0486121646784859;-,136444228682989;,670081896789268;,408056192758315;0
172;2;1244,374214;1,34944817632207;,966701209697474;-,414222805630232;-,284203470265685;1;1;1;1;1;1;723,788949;4;258,9807104;4;-,253289549651966;-,607441717818181;-,189652785229865;,0606810369074458;0
173; ; ; ; ; ; ;0;0;0;0;0;0;1479,494837; ; ;0;-,513758374757427;-,42539875093425;-,325865790580389;-,249234086088971;0
174;2;1407,305348;-,998859615373345;-,373777828295737;1,70998310691826;1,27802216963976;1;0;0;1;1;1;984,7061504;4;170,760755;4;-,0505468973501172;,045270004151692;-,722927844948846;-,701702148497357;0
175; ; ; ; ; ; ;0;0;0;0;0;0;861,866626; ; ;0;,517303177915992;,106731724013974;-,144138988520688;,0839827869474175;0
176;2;1905,827888;1,69285304759813;1,64942830991476;-,0906194160073366;,184986144825902;1;1;1;1;1;1;686,0495839;4;207,5138578;4;-,777384500269878;-,869210789747376;,426323111854389;,55532736678938;0
177; ; ; ; ; ; ;0;0;0;0;0;0;1357,485056; ; ;0;2,14305189283597;1,95497135022339;-,523508980798671;-,55030512893821;0
178;3;1266,950144;-,874709537025135;-1,24907870665125;,493884802006079;,666373099130838;1;0;0;1;1;1;930,4565949;4;244,045653;4;,0430264110080224;,107640806720264;,364158599251004;,193269674427749;0
179;0;1109,131061;-,154683885254177;-,178977779504449;,494029181484376;,316383604396999;0;0;0;1;1;1;827,8118726;4;158,1285798;4;,352344684622853;-,0296419013252841;-,147772466224822;-,0231643124419347;0
180; ; ; ; ; ; ;1;0;0;0;0;0;880,8926672; ; ;0;-,381711067096533;-,293621194218829;-,339512714464069;-,353363283948851;0
181;0;618,893394;-,477246336391601;-,286785858366656;-,738299523437649;-,773621877032478;0;1;0;1;1;1;748,9833789;4;211,7597569;4;-1,29679488800467;-1,32485102037691;1,34014231867073;1,31640255763872;0
182; ; ; ; ; ; ;1;0;0;0;0;0;1551,754022; ; ;0;1,28942546973695;,906099647535424;-,255438450416124;-,0431647085325972;0
183; ; ; ; ; ; ;0;0;0;0;0;0;2307,168041; ; ;0;2,11433646653792;2,1409110194225;-1,0092366021019;-,822767163310927;0
184;3;1067,934095;-,0826714177915196;,113950034089329;,170193975041873;-,0878823415254387;1;1;0;1;1;1;1692,622741;4;87,31655404;4;-1,69228674897325;-2,04879094621651;,270469221395;,733904069201725;0
185;0;1338,9355;-,00562471144533486;,34590652641368;-,579845702455945;-1,00038592918345;0;0;0;1;0;3;944,5170061; ; ; ;,086531692302452;,262317629639369;-,564815350064431;-,679974853662108;0
186; ; ; ; ; ; ;1;0;0;0;1;2;1029,926675;4;163,6689681; ;-1,24164400126946;-1,08588599362586;,0118937962516799;,293269047342921;0
187; ; ; ; ; ; ;0;0;0;0;0;0;2150,844672; ; ;0;-,046506658320563;-,275109712118446;,0594598404964148;-,0161563439408239;0
188; ; ; ; ; ; ;1;0;0;0;0;0;1168,719272; ; ;0;-,0268643620528215;-,184234890426085;,261890161150742;,122575638456062;0
189; ; ; ; ; ; ;0;0;0;0;0;0;2312,655828; ; ;0;-,112693688506317;,166863945478919;1,13903497827394;,82146732831601;0
190;0;1274,610104;-,776125013348229;-,0347594472728188;-,032939641311013;-,0983337870866827;1;1;0;1;1;1;600,9705931;4;117,924361;4;-1,58343087128386;-1,30455419850082;,375328049741995;,396738402899394;0
191; ; ; ; ; ; ;0;0;0;0;0;0;1411,095385; ; ;0;-,368282277347123;-,492195149641112;-,0685314509070387;-,140474314488852;0
192;1;1608,610029;,322378704320746;,216240903537132;1,00500002604742;1,07858888906709;1;0;0;1;1;1;1119,387557;4;93,07375968;4;-1,31758824637964;-,916431356594015;1,30010434019863;,984927379864312;0
193; ; ; ; ; ; ;0;0;0;0;0;0;909,6328302; ; ;0;,503465632819198;,426765922964033;,38440564317625;,21859917442606;0
194; ; ; ; ; ; ;0;0;0;0;0;0;913,0813804; ; ;0;-1,08412770838754;-,721093820439651;,505547341411361;,423658966612708;0
195;0;2060,763451;-1,27593491370464;-1,1818050851261;2,44893562722897;2,19502291496977;1;0;0;1;1;1;932,365293;4;599,2225836;4;-,0454559302685378;,555074940816347;1,58699890932211;1,33126424905579;0
196; ; ; ; ; ; ;0;0;0;0;1;2;1241,238895;4;146,4310285; ;-,798625833588455;-,855295310858601;,642341161707056;,666608190215835;0
197; ; ; ; ; ; ;0;0;0;0;1;2;798,159858;4;283,6497753; ;-1,00234548960974;-1,05816972300495;,644214931229671;,476830625657136;0
198;0;1895,867502;,0116838604959583;,138461560975722;-,182105108884452;-,123846042448031;1;0;0;1;1;1;1517,669761;4;224,5471681;4;-,245219899840842;-,259852682886177;,57227753190727;,78730426823253;0
199; ; ; ; ; ; ;0;0;0;0;0;0;1638,341754; ; ;0;-,119700632517351;,275994073068518;-,157445761748492;,126955877549962;0
200; ; ; ; ; ; ;1;0;0;0;0;0;1465,382787; ; ;0;-,349294414873307;-,561255467066483;,671058272995165;,919001537225846;0
201; ; ; ; ; ; ;0;0;0;0;0;0;1678,074812; ; ;0;2,15057537345514;2,14648051446676;-1,21878802720918;-1,2548663534546;0
202;0;1279,241178;1,08819335054439;,560584138176775;-1,54833539291363;-1,22734068772855;0;0;0;1;1;1;1250,4052;4;94,48435525;4;,150768161648932;,349845745646352;-,0947671589835201;-,0376019032990955;0
203;3;1007,81833;-,599442617627037;-,732776270939313;1,67641020405856;1,78819791944767;1;1;1;1;1;1;1085,471362;4;318,5727603;4;,408387744543436;,0518857078503978;,681812634900271;,879310793046297;0
204;0;953,2563895;-1,35553093923235;-,746967892197155;,677609592424036;,337971869818141;0;0;0;1;1;1;905,5360732;4;183,3938924;4;,19276014755991;,294431280097698;1,36725874750468;1,49229556958631;0
205; ; ; ; ; ; ;1;0;0;0;0;0;1157,045135; ; ;0;-,202432191899671;-,487729518479497;,0142646029224171;,0480691894757888;0
206; ; ; ; ; ; ;0;0;0;0;0;0;1601,501411; ; ;0;-,817670579002582;-,33160040710948;-,645594064069988;-,411137055974238;0
207; ; ; ; ; ; ;1;0;0;0;1;2;955,8537299;1;1059,422171; ;-,370728708605339;-,678055659770151;,714382330703457;,811206255945561;0
208;0;706,2740931;-,758649902967942;-,730095247947516;,290966889286237;,184356803121952;0;0;0;1;1;1;1252,370989;4;215,2897739;4;-,235005954920243;-,00292160139781291;-,433574669939692;-,580998653213467;0
209; ; ; ; ; ; ;1;0;0;0;1;2;2034,551363;4;127,4765113; ;-2,06359493535935;-1,98362900730322;,559161046350066;,935589931193031;0
210; ; ; ; ; ; ;0;0;0;0;0;0;916,4519917; ; ;0;-,363436768861695;-,505125503252347;-1,01423066966396;-1,18063758451933;0
211; ; ; ; ; ; ;1;0;0;0;0;0;1707,575118; ; ;0;,213886727245071;,360650335411306;-,786076914675387;-1,19987074534758;0
212; ; ; ; ; ; ;0;0;0;0;0;0;1034,723278; ; ;0;-,216533815611085;-,38719656453944;,445625254026;,409703349647551;0
213; ; ; ; ; ; ;1;0;0;0;1;2;1688,285112;4;133,3911982; ;,61577225394584;,764954974150025;,148870614919283;,349720262597497;0
214;0;737,7983705;-,77167358975443;-,689397578595276;-,796223983467068;-,956108193000406;0;1;0;1;1;1;725,5404866;4;201,5183455;4;-,137436605479481;-,368486040563598;,529453219009616;,653819325651106;0
215;2;1507,495511;-,91502880471603;-,990267909989922;1,58668268621931;1,53404397806583;1;0;0;1;1;1;828,4879834;4;304,0604325;4;,228249524415829;,176067901449047;,295794194772355;,240400486108324;0
216; ; ; ; ; ; ;0;0;0;0;0;0;1634,178604; ; ;0;-1,49281762563679;-1,14779243787;,421915410269108;,576297664060837;0
217;3;1120,79326;-1,37163496391946;-1,3297297685002;1,01065565560784;1,14206932845153;1;1;1;1;1;1;1039,391586;4;644,5710822;4;,218937661114444;,678719721102102;,595273548106856;,480498844233006;0
218; ; ; ; ; ; ;1;0;0;0;0;0;1257,925811; ; ;0;1,46409212041707;1,43759919928373;,396959835929713;,109297171926443;0
219;0;971,5366088;-,93994482485188;-1,00624369106211;,184176971709694;-,0110223630353481;0;0;0;1;1;1;2892,454227;4;163,2741425;4;,954925019671169;,714009567911689;,568877628687354;,735699722493404;0
220;0;969,0278295;-,259640495066739;,195938703305796;-,0214658007084534;-,510711817741406;0;0;0;1;1;1;804,1069391;4;244,1300065;4;-,058567740552598;,0974987846048045;,13438279353675;-,412362364774571;0
221;0;1207,001357;,0486348719648413;-,00629703585589469;-,505921914020898;-,517197344380842;0;0;0;1;1;1;888,8892494;4;562,8582125;4;-,557912511309155;-,400325127475735;-,00480577011146877;,146225483605853;0
222;0;1286,687012;-1,23224090554622;-1,50658537883703;-,53198955856224;-,461716438603809;0;0;0;1;1;1;1451,91702;4;385,928859;4;1,05617116994412;,839462474948651;,760410993556486;,692954197521785;0
223;0;702,3685184;1,33151795497976;,893510682836274;-1,22379161907944;-1,0308330114474;0;0;0;1;1;1;669,9560292;4;172,4471833;4;-,661944959693219;-,861232864413705;-,464724906874851;-,285264356545993;0
224; ; ; ; ; ; ;0;0;0;0;0;0;1166,388807; ; ;0;-,846865355921229;-,606392392664915;,125829828422534;-,418638975069129;0
225;0;803,3589121;,300189373975937;,125979617180726;-,5937559303385;-,638181529088506;0;0;0;1;1;1;762,732035;4;139,2715664;4;-1,76791962703808;-1,99357263310369;,174917431180754;,488618522520953;0
226;0;1193,286141;-,40148554223341;-,192756672869581;,114109645515789;,0489994790835502;0;1;1;1;1;1;1015,36752;4;509,9509359;4;1,36544910481768;1,17132613492561;,0883993550905398;,161319178753838;0
227;0;1508,122225;,886816697411209;,651982866682153;1,1951984579093;1,30366821990407;0;1;1;1;1;1;952,9882772;4;284,9923749;4;1,02116982286019;,747699231824152;,039898240503311;,289883319449636;0
228; ; ; ; ; ; ;0;0;0;0;1;2;1348,295657;4;186,1544645; ;,125981667346622;,39562555508772;1,50502033916272;1,85358283946615;0
229; ; ; ; ; ; ;0;0;0;0;0;0;1823,973308; ; ;0;-,162121165146032;-,287718155888176;-,166965047728075;,0131493655659303;0
230; ; ; ; ; ; ;0;0;0;0;0;0;1018,533502; ; ;0;-,63670990941624;-,68897898814021;-,33486388499085;-,409939580258236;0
231;0;720,9707543;-,279823240015727;-,519483770145476;-,257146342729046;-,299361058385635;0;0;0;1;1;1;770,9614714;4;161,4379307;4;-1,13949205989578;-1,19535550793714;-,60582684606964;-,589593582983857;0
232; ; ; ; ; ; ;0;0;0;0;0;0;909,9144362; ; ;0;-,676364116876338;-,805559417812968;,671680615358466;,895278798059044;0
233; ; ; ; ; ; ;0;0;0;0;0;0;936,18301; ; ;0;,260524346958464;,690629593751292;-,0607238461018421;-,084415045333987;0
234;0;872,0818882;,653720703857315;,368625351931657;-,451247153052179;-,385277046236173;0;0;0;1;1;1;660,7550844;4;232,2804264;4;,617629519714012;,59726801524985;-,568331168979873;-,334242628728073;0
235;0;770,5026274;-,939011378632486;-,995009497485801;,0791012574833819;,108734666647826;0;0;0;1;1;1;897,3865001;4;205,0486833;4;-,53067348492255;-,761302641345764;-,212575150334662;-,0951245818848792;0
236; ; ; ; ; ; ;0;0;0;0;0;0;835,0553674; ; ;0;,208462802344121;-,00175983296705948;-,170877166137651;-,244305147482033;0
237;0;1181,00717;-,44316031509824;-,405762190007743;-,423594847503914;-,519640475042876;0;0;0;1;0;3;771,176685; ; ; ;-,320300151771834;,211747138209283;,332381720322736;-,184753529747571;0
238;0;946,6681979;-,0419366695875407;-,0338130430817548;-,536268315379478;-,455740767375756;0;1;0;1;1;1;795,4650367;4;139,4659322;4;-,92705258031252;-,773188656201848;,0697986125965384;,214564111549732;0
239;0;1130,305902;-,301540319876156;-,192284495760538;,111596680879156;,0157851335853232;0;0;0;1;1;1;692,4655807;4;177,3489868;4;-,831289656422594;-,564199361717442;,103303544925225;-,395490245121304;0
240; ; ; ; ; ; ;0;0;0;0;0;0;986,9913922; ; ;0;-,915408717964901;-,884468233028775;,756255786279159;,639621920487674;0
241; ; ; ; ; ; ;0;0;0;0;0;0;1106,181265; ; ;0;-1,07767529437897;-,415925697277403;-,287574348433445;-,502570963085754;0
242; ; ; ; ; ; ;0;0;0;0;0;0;1062,998695; ; ;0;-,0958132837730719;-,0738911981953147;-,12914228646863;-,366690056210206;0
243; ; ; ; ; ; ;0;0;0;0;0;0;1039,365285; ; ;0;-1,23195705151599;-1,2424411303848;,261611266244211;,341692619161347;0
244;0;675,7331852;,405681953650377;,493160185299972;-,723647603143763;-,447950870063028;0;0;0;1;1;1;788,4887147;4;146,4172368;4;-,128408924847609;-,336232890823395;-,19844961496059;,277638403794633;0
245;0;828,700726;-1,39159499400175;-1,29849057196535;,536495098492869;,290130625466616;0;0;0;1;1;1;779,4734759;4;927,0750785;4;-2,0585620443586;-2,44032791258248;1,24944142886661;1,60990372664858;0
246;0;1033,702764;1,58433542355468;1,70639740060869;-,335650779767074;-,710729389421405;0;0;0;1;1;1;1068,629851;4;194,8326101;4;-,538378537746491;-,429568482519279;-,301417413325263;-,24689121820428;0
247; ; ; ; ; ; ;0;0;0;0;1;2;941,6056883;1;1157,078812; ;,29215654915397;,578095002848867;-,76352919113214;-1,02753415719535;0
248;0;1210,992567;-,933135445476205;-,614340107177675;1,0921507733141;,546415513758077;0;1;0;1;1;1;743,1867228;4;222,5647008;4;,0235336906502817;-,259341265429536;-,46690500243627;-,284042017761988;0
249; ; ; ; ; ; ;0;0;0;0;0;0;1028,25019; ; ;0;1,42322598781769;1,24818494554831;-,278379637625798;-,539749547429111;0
250;2;2086,526709;1,36263848411099;1,08421044401133;-,578161907981198;-,276537254655904;0;1;1;1;1;1;831,5538959;4;115,806864;4;-,983054939716257;-1,03027895885489;-,42028216031572;-,218405453619425;0
251; ; ; ; ; ; ;0;0;0;0;0;0;1083,841383; ; ;0;,75490972714276;1,79175444791315;-,69921945376959;-1,16616493797122;0
252; ; ; ; ; ; ;0;0;0;0;0;0;956,9381372; ; ;0;,0756478185751265;,425470706053734;-,675961071142643;-1,13776702672802;0
253; ; ; ; ; ; ;0;0;0;0;0;0;939,0648201; ; ;0;1,54470959830479;1,31511019949491;-,720588904435855;-,388598731276878;0
254;0;1147,688388;-1,41807356710056;-1,02413756351647;-,166563367825045;-,478581566285866;0;0;0;1;1;1;883,5967898;4;215,9979583;4;-,684468919066305;-,720883833177486;-,372157363273385;-,60885977869961;0
255;0;1692,220824;,496740955003916;,719810460001626;,202762585291341;,174833857890948;0;0;0;1;1;1;656,5095061;4;133,7064814;4;-,500924694892703;-,126110940801844;,416100611901909;,144252976280347;0
256;0;666,9101209;,382739119717911;,621934362784791;-,43440045694793;-,804695367418356;0;0;0;1;0;3;1079,357177; ; ; ;-,448608368160624;-,155226207743816;-,351304739730783;-,519236440534796;0
257;0;956,1288809;,225840867328468;,234526369638991;-,0723161144709694;-,0309868790275987;0;0;0;1;1;1;1414,178296;4;196,0401799;4;,766748974163196;,715942884640306;-,014613496000035;-,185420613004931;0
258; ; ; ; ; ; ;1;0;0;0;0;0;2023,452946; ; ;0;,0980483088489679;,439128762139836;,865536978701008;,914376532847579;0
259; ; ; ; ; ; ;1;0;0;0;0;0;1460,901789; ; ;0;-,655289829986151;-,616655334934656;,267308856772194;,312212098557473;0
260; ; ; ; ; ; ;1;0;0;0;1;2;1698,799469;4;347,2231173; ;,464288742371006;,432728096859828;,00269482203434374;-,0405394166726789;0
261; ; ; ; ; ; ;1;0;0;0;0;0;1986,163573; ; ;0;-,469382552510763;-,683915924154476;,253289739470628;,272638796519521;0
262; ; ; ; ; ; ;1;0;0;0;0;0;1491,137542; ; ;0;-1,25773768995387;-,932486000274005;-,0184503506445854;-,366894186883028;0
263; ; ; ; ; ; ;1;0;0;0;0;0;1264,425199; ; ;0;,979161858595193;,85143781645221;-,104978657457571;-,142009501808422;0
264;3;2045,113569;-,0243086570517653;,0322777177539468;,620024126477507;,78252732758858;1;0;0;1;1;1;862,303468;4;69,13340626;4;-,367022020988241;,0747994537870677;-,769800491724096;-1,26246624748119;0
265;2;1492,145836;,124380233066475;-,12748561212594;-,0428707175417207;,079192584920907;1;0;0;1;1;1;782,9903427;4;137,9822089;4;1,00639681776441;1,30270154778643;-,832106485389439;-1,01379675504925;0
266;0;1655,655574;-1,73940273358164;-2,18075589184818;,652985101114866;1,00578336665453;1;0;0;1;1;1;893,3561354;4;279,1235533;4;,963839488636656;,885333013461965;,299904989488394;,231529528037294;0
267;3;1148,089305;-,108007765713106;,461987271224707;,718824913088147;,0102211652634904;1;0;0;1;1;1;845,5472733;4;164,9730795;4;-1,04626185037578;-,615939475155312;,768072214850194;,935191798468561;0
268;3;2184,054782;,234166889070403;,103874348574776;,651454263164408;,78170806377282;1;0;0;1;1;1;761,8868965;4;222,195534;4;-,657692868788739;-,902980491015942;,590005482679262;,638509741219535;0
269; ; ; ; ; ; ;1;0;0;0;0;0;1260,818847; ; ;0;-,87882003035241;-,88458821823341;-,543464492391937;-,660921203165996;0
270; ; ; ; ; ; ;1;0;0;0;0;0;889,2022875; ; ;0;-,0272641114188477;-,0139977005401123;-,65681871251123;-,385959056774897;0
271; ; ; ; ; ; ;1;0;0;0;1;2;1170,93299;4;370,0203687; ;1,61756101510777;1,60320838841948;-,27770790595477;-,396812854415982;0
272; ; ; ; ; ; ;1;0;0;0;0;0;1038,021082; ; ;0;,0145275882454535;,132415440074195;-1,15124011080523;-1,19880791986382;0
273;3;1325,930068;,0326030583215089;-,000804513072199982;,393893949683704;,496646575519375;1;1;1;1;1;1;650,4694115;4;192,6288351;4;,110101529922374;,421061459547724;-,733189166247798;-,78314060183367;0
274;2;960,055624;,0954540802451152;,00400454301810649;,185282149874496;,235768890145832;1;1;0;1;1;1;707,229686;4;654,1838516;4;,976238691356127;1,04952809125737;-,0514378077765087;,391934943265508;0
275;3;2995,789211;,611035274644409;1,46218753647629;,842663034817784;,189453377605021;1;1;1;1;1;1;853,3449994;4;423,9318688;4;-1,03380512558183;-1,31753161124426;,64494999114522;1,13482068874199;0
276;1;2164,905054;,616474457165819;,463513812668835;1,23476391682483;1,36927398851455;1;1;1;1;1;1;697,2445425;4;300,109931;4;-,0506843111946887;-,281384884895187;,399863538628428;,663301273316129;0
277;3;1828,513418;1,85178299969655;1,51196224700732;-,427208241956626;-,31267217713096;1;0;0;1;1;1;893,0915284;4;174,9514875;4;,903020685459496;,897111575890816;,184310562633286;,382238669524375;0
278; ; ; ; ; ; ;1;0;0;0;0;0;1147,973126; ; ;0;-,48079926589407;-,0108050491530866;-,703134697357234;-,94923235895416;0
279;3;872,874742;,434806514396753;,531957135238004;,955921776242778;,829249664195497;1;1;1;1;1;1;834,3850298;4;391,2251675;4;,833285006188191;,501459985173373;1,00738147558443;1,06254035487006;0
280; ; ; ; ; ; ;1;0;0;0;0;0;1378,642065; ; ;0;,124547682702215;-,241777613020078;,552878648064955;,791849370114098;0
281; ; ; ; ; ; ;1;0;0;0;0;0;1144,668586; ; ;0;-,324742134189377;-,385227248934008;,109544399489886;-,0244165216684942;0
282;3;996,557689;1,16222868875513;,994992886753518;-,944435332731323;-,933472961524805;1;0;0;1;0;3;1012,907798; ; ; ;,504209062054417;,78717716899816;-,791004348539608;-1,10894969707341;0
283;2;1806,864853;-2,12311422169964;-1,78555082648423;,811035619460591;,481080483344871;1;0;0;1;1;1;1041,085712;4;131,7772562;4;-1,58138041268981;-1,52355181730123;,128350341140297;-,10032508346865;0
284;3;1270,628195;1,12502587114612;1,09161972967466;-1,1802696891002;-1,09078617947156;1;0;0;1;1;1;744,3660679;4;192,335362;4;,558475910039039;,407269417985357;,185545834656791;,239548524373295;0
285;3;1344,489646;-,755650826131001;-,777524106068496;,376674979395167;,611774802184846;1;1;1;1;1;1;745,2160175;4;153,4551401;4;-,904842958740335;-,883664176332776;,0212587642502347;,0292676637343526;0
286;1;1895,890274;,670667530765217;,360506527136704;,578100209125005;,748096172605993;1;1;1;1;1;1;1130,682585;4;280,305785;4;,667036515009029;,642314473562236;,89202019262803;,942479146619577;0
287; ; ; ; ; ; ;1;0;0;0;0;0;1444,664545; ; ;0;1,4601396566636;1,22782689267168;,0835217110930495;,0933000124187053;0
288;2;1139,725531;-,423583912023033;-,338351220293127;,781008842780056;,619447851037883;1;1;1;1;1;1;749,6293406;4;114,2750303;4;,230569581419524;,401514802911088;-,310807456209488;-,356747801669218;0
289; ; ; ; ; ; ;1;0;0;0;1;2;1209,054031;1;1102,163088; ;2,12472907850801;2,00933524401924;,333483936234583;,0632926629200297;0
290;3;2395,515497;-,599091536593481;-,651858029279021;,549044341156792;,454662139927673;1;0;1;1;1;1;710,984218;4;263,1368035;4;-,116284498157177;-,0611192153404362;-,533971859797164;-,685732844268869;0
291;1;1969,213214;-1,62028793281824;-1,73074343229458;,587958592245942;,642616987286483;1;1;1;1;1;1;1360,402147;4;155,0023691;4;,173113163456995;-,14863917583427;-,278618916778561;-,1773471702978;0
292;0;1575,151727;,602490225425328;,452446696989591;,172978733180814;-,00313953361432717;1;0;0;1;1;1;1483,720209;4;144,0412268;4;-,684565660737007;-,426528026268827;,765227268916944;,414252814627469;0
293;0;1637,757349;,258236123791849;,224087298189993;1,39504552103893;1,77048334535441;1;0;0;1;1;1;1256,801311;4;230,6664844;4;-1,52755284050407;-1,73124036221451;,683881993324714;1,00204015193132;0
294;2;2070,335429;,0199037962135526;,103548812866023;-,44751994661606;-,465629153692642;1;0;0;1;1;1;1076,933698;4;237,2912801;4;1,95362501974328;2,24889770359441;,582299446064102;,383624871076647;0
295;2;1479,061503;,817636075878976;,825612502877449;,172319504100055;-,0480329168248782;1;0;0;1;1;1;1236,167422;4;160,5203059;4;-,0883354140917413;,567274830589805;-,0595214023329599;-,0796483603861964;0
296;2;2157,971111;1,79525583719027;1,47079605633118;-,659431281275354;-,55182778407961;1;0;0;1;1;1;654,7181972;4;197,2682769;4;,144737059295225;,140525478987082;1,01456912025366;,99705610764863;0
297;3;2503,40776;,314991717101037;,255295764036399;,749694265363738;,852872714157526;1;1;1;1;1;1;699,3533796;4;129,719416;4;-1,91680266852477;-2,07562026127276;2,0945417107283;2,13249112063835;0
298;3;2293,008353;-,961252050497841;-,951347123047959;,985653769499282;1,58861528370096;1;1;1;1;1;1;984,0441519;4;142,3884758;4;-1,23714101059111;-,987961549199565;1,28141716129591;1,36671556393615;0
299;3;1296,808727;-,635105733701311;-,63793734611631;,134427335073089;-,0590276052250374;1;1;0;1;1;1;872,8415599;4;162,3581214;4;-,292697399944629;-,1224079169019;,0312449449971679;-,0888152300203457;0
300;3;2390,665361;,105934576187644;-,0511906640080704;-,950915443800379;-,925558699184803;1;0;0;1;1;1;1516,621276;4;238,4189868;4;,00740354226715511;-,147240802812973;,267667788706587;,0840622576673708;0
